Date,Open,High,Low,Close,Adj Close,Volume
2016-07-21,615.349976,619.950012,611.250000,614.299988,598.697205,4556452
2016-07-22,616.674988,617.325012,610.750000,615.400024,599.769287,2810136
2016-07-25,616.500000,624.724976,613.500000,623.474976,607.639160,4936442
2016-07-26,621.200012,622.825012,617.575012,619.400024,603.667725,2832996
2016-07-27,620.500000,623.775024,615.000000,618.474976,602.766113,5367368
2016-07-28,619.000000,625.625000,617.775024,624.224976,608.370117,5323264
2016-07-29,624.000000,625.000000,617.500000,623.099976,607.273682,1697838
2016-08-01,624.500000,629.474976,613.825012,621.150024,605.373230,2780432
2016-08-02,623.500000,628.224976,620.200012,621.650024,605.860474,2664698
2016-08-03,620.549988,624.974976,615.500000,620.224976,604.471680,2366938
2016-08-04,623.299988,623.349976,616.799988,620.500000,604.739746,2331440
2016-08-05,623.700012,627.825012,620.875000,624.625000,608.760010,2892456
2016-08-08,626.450012,627.500000,622.275024,624.799988,608.930542,2364388
2016-08-09,626.450012,626.450012,618.849976,623.599976,607.761047,2105428
2016-08-10,622.500000,625.474976,609.875000,613.450012,597.868835,1809860
2016-08-11,613.400024,617.500000,611.000000,614.125000,598.526611,1428036
2016-08-12,615.525024,617.500000,609.700012,614.349976,598.745911,2320748
2016-08-16,616.500000,619.224976,606.900024,613.650024,598.063721,1734284
2016-08-17,616.700012,618.750000,613.000000,617.450012,601.767273,2755518
2016-08-18,619.000000,627.450012,617.275024,626.250000,610.343689,3055828
2016-08-19,625.000000,625.000000,620.724976,623.549988,607.712280,2055318
2016-08-22,622.525024,627.224976,620.500000,625.150024,609.271606,2750646
2016-08-23,625.500000,627.000000,623.025024,625.724976,609.832031,2657262
2016-08-24,626.025024,632.099976,623.525024,630.900024,614.875549,2785468
2016-08-25,632.000000,633.400024,627.150024,629.275024,613.291809,4364944
2016-08-26,630.000000,630.950012,626.950012,628.549988,612.585327,1260568
2016-08-29,627.750000,627.750000,618.099976,619.049988,603.326538,1472092
2016-08-30,622.549988,635.250000,621.974976,634.325012,618.213562,4933804
2016-08-31,634.500000,647.500000,632.750000,645.599976,629.202148,5580682
2016-09-01,644.000000,645.000000,637.700012,641.849976,625.547424,2612338
2016-09-02,642.750000,644.500000,640.575012,642.549988,626.229675,1977594
2016-09-06,645.025024,651.950012,645.025024,650.200012,633.685425,2754442
2016-09-07,650.500000,652.500000,641.549988,643.375000,627.033752,2008222
2016-09-08,645.000000,647.625000,641.799988,644.700012,628.325073,1452690
2016-09-09,645.000000,647.250000,639.150024,645.200012,628.812378,2006884
2016-09-12,637.349976,642.200012,635.750000,639.950012,623.695740,1992864
2016-09-14,637.500000,638.500000,632.700012,634.724976,618.603455,1924754
2016-09-15,636.000000,641.950012,634.924988,639.799988,623.549500,1750906
2016-09-16,641.900024,652.250000,641.900024,648.924988,632.442749,3262908
2016-09-19,648.500000,651.250000,644.000000,645.075012,628.690613,2947416
2016-09-20,646.325012,647.500000,642.025024,644.224976,627.862061,1889124
2016-09-21,646.000000,649.000000,643.950012,646.500000,630.079346,2128200
2016-09-22,652.500000,658.474976,650.275024,653.450012,636.852905,3277900
2016-09-23,653.025024,659.224976,650.750000,656.349976,639.679138,2438404
2016-09-26,653.049988,654.450012,646.849976,648.075012,631.614380,2788386
2016-09-27,649.500000,653.075012,647.424988,649.025024,632.540283,2028406
2016-09-28,649.950012,650.000000,644.500000,647.625000,631.175720,2494826
2016-09-29,648.974976,653.000000,633.974976,638.750000,622.526245,8225006
2016-09-30,638.549988,640.500000,633.700012,636.424988,620.260254,2069214
2016-10-03,640.500000,644.950012,638.200012,643.599976,627.252930,1950274
2016-10-04,644.299988,647.500000,641.150024,644.775024,628.398193,1387756
2016-10-05,649.000000,650.025024,638.200012,643.049988,626.716980,1823510
2016-10-06,643.549988,647.799988,639.525024,640.974976,624.694702,1447856
2016-10-07,642.000000,643.875000,638.125000,640.299988,624.036804,1668732
2016-10-10,642.500000,643.950012,639.375000,642.174988,625.864197,2359656
2016-10-13,639.500000,639.500000,628.224976,631.375000,615.338501,2259678
2016-10-14,632.875000,634.000000,627.000000,630.900024,614.875549,2033558
2016-10-17,632.750000,633.200012,616.375000,618.849976,603.131592,2567680
2016-10-18,621.599976,630.000000,619.500000,628.924988,612.950745,1305484
2016-10-19,630.549988,631.500000,624.000000,629.174988,613.194397,1522452
2016-10-20,630.125000,633.724976,625.500000,627.750000,611.805603,1600178
2016-10-21,628.000000,636.474976,625.000000,635.349976,619.212585,1978204
2016-10-24,635.875000,638.424988,630.525024,631.775024,615.728394,1627832
2016-10-25,634.000000,634.000000,622.025024,625.150024,609.271606,2750898
2016-10-26,621.674988,632.500000,617.525024,619.650024,603.911377,2683270
2016-10-27,619.500000,628.500000,612.075012,626.049988,610.148743,5811930
2016-10-28,627.250000,630.950012,620.049988,629.525024,613.535461,2660268
2016-11-01,628.000000,631.924988,623.525024,629.900024,613.901001,1701208
2016-11-02,625.549988,627.849976,620.750000,623.075012,607.249329,3237216
2016-11-03,622.500000,630.000000,615.875000,627.474976,611.537598,3157906
2016-11-04,626.400024,626.400024,620.875000,621.849976,606.055481,2867460
2016-11-07,626.000000,627.424988,620.000000,624.724976,608.857483,2835696
2016-11-08,625.549988,629.000000,620.049988,627.150024,611.220825,2674082
2016-11-09,600.000000,628.700012,597.674988,625.625000,609.734558,6822734
2016-11-10,631.875000,641.500000,627.049988,639.275024,623.037903,5350368
2016-11-11,637.000000,641.000000,632.799988,637.900024,621.697876,3569660
2016-11-15,638.750000,644.500000,625.325012,627.375000,611.440186,6256262
2016-11-16,634.000000,634.000000,620.025024,622.174988,606.372192,4323872
2016-11-17,619.150024,624.450012,612.575012,615.099976,599.476807,2407812
2016-11-18,618.000000,618.000000,604.599976,605.700012,590.315674,3439950
2016-11-21,609.750000,609.750000,594.174988,599.349976,584.126953,2776260
2016-11-22,603.400024,603.400024,594.674988,599.025024,583.810242,5008892
2016-11-23,601.500000,601.500000,590.549988,592.375000,577.329041,1766346
2016-11-24,592.000000,593.150024,580.450012,582.750000,567.948547,7642998
2016-11-25,584.500000,596.599976,579.000000,594.650024,579.546387,2984980
2016-11-28,590.125000,599.450012,589.049988,592.224976,577.182861,2065090
2016-11-29,592.349976,596.474976,588.250000,589.375000,574.405273,1966322
2016-11-30,592.500000,601.000000,590.549988,599.799988,584.565430,3221420
2016-12-01,601.150024,603.950012,596.500000,598.625000,583.420410,2238492
2016-12-02,594.500000,600.974976,588.349976,594.549988,579.448792,2031336
