Date,Open,High,Low,Close,Adj Close,Volume
2016-07-21,507.192322,507.687622,497.781525,498.450195,485.688568,3097170
2016-07-22,498.276825,504.121429,497.831055,502.660278,489.790863,3184126
2016-07-25,502.239258,507.068512,498.945496,506.573181,493.603546,3803482
2016-07-26,506.697021,512.541626,502.833649,507.217102,494.231049,4853316
2016-07-27,506.721771,508.182922,499.737976,501.793488,488.946259,5090697
2016-07-28,502.709808,510.411804,501.768738,508.356293,495.341064,7204399
2016-07-29,507.192322,507.638092,501.248657,502.685059,489.815002,4444057
2016-08-01,504.220490,505.359680,497.806305,500.010406,487.208862,3681961
2016-08-02,499.267456,505.211090,498.425415,501.644897,488.801483,3558227
2016-08-03,502.437408,502.437408,491.094910,492.308411,479.704041,5479056
2016-08-04,494.809692,495.304993,487.082947,491.837860,479.245544,4701579
2016-08-05,494.314392,504.715790,493.843842,503.353699,490.466553,5588302
2016-08-08,505.161560,512.145386,504.542450,509.792664,496.740631,6256252
2016-08-09,508.678253,512.393005,505.706421,510.510864,497.440460,6133687
2016-08-10,510.783295,512.417786,496.295624,497.112854,484.385468,6217306
2016-08-11,496.270844,506.622711,495.106873,502.288818,489.428925,6539201
2016-08-12,503.725189,516.553589,503.725189,513.036926,499.901855,7552641
2016-08-16,513.259827,517.494690,502.982239,507.638092,494.641266,6169134
2016-08-17,507.241852,509.569794,498.871185,501.892548,489.042816,7147050
2016-08-18,503.229889,507.018982,503.229889,504.245270,491.335297,3576481
2016-08-19,504.220490,506.201721,498.821655,502.685059,489.815002,3774054
2016-08-22,501.248657,505.062500,498.871185,501.174377,488.342987,3084774
2016-08-23,501.248657,502.734589,497.781525,500.480927,487.667358,3378378
2016-08-24,501.100067,506.176941,500.753357,505.458771,492.517700,4024092
2016-08-25,505.805481,509.668854,499.762756,501.595367,488.753235,6904382
2016-08-26,504.170959,510.560394,502.536469,509.124023,496.089111,4448703
2016-08-29,508.802063,524.899475,508.232452,523.760254,510.350616,7473162
2016-08-30,526.013916,529.233398,521.556152,528.193237,514.670105,8385786
2016-08-31,527.450317,531.957581,518.584351,525.023315,511.581299,10750870
2016-09-01,521.556152,531.338440,508.034332,509.767914,496.716553,19669605
2016-09-02,510.708984,511.427185,496.444214,501.917328,489.066956,12979505
2016-09-06,505.161560,507.687622,502.734589,505.161560,492.228088,5312062
2016-09-07,506.201721,508.703003,501.768738,504.047150,491.142212,5966010
2016-09-08,506.721771,513.111206,505.310150,511.848175,498.743530,5633288
2016-09-09,512.640686,520.020752,510.164154,517.370850,504.124786,7047053
2016-09-12,510.362274,523.042114,509.743134,518.336670,505.065948,15545572
2016-09-14,519.079651,524.528015,515.562988,517.469910,504.221313,8586131
2016-09-15,518.584351,530.075439,518.584351,527.499817,513.994385,14477715
